cliente_id,nome,email,telefone,data_nascimento,genero,cidade,estado,renda_anual,profissao,data_cadastro
190,Matheus Novais,rjesus@example.com,84 7721 9034,1967-10-23,Feminino,Florianópolis,SC,1128594.34,Desenvolvedor de Software,2024-05-27
191,João Guilherme Câmara,lucca79@example.net,11 8819-1485,1990-10-22,Masculino,Brasília,DF,315261.45,Juiz,2023-10-10
192,Ana Cecília Teixeira,nnogueira@example.com,+55 51 3407 4517,1975-10-23,Masculino,São Paulo,SP,413935.21,Promotor,2022-05-25
193,Isaac Costela,liz29@example.org,+55 (084) 3095-8498,1982-10-22,Feminino,Vitória,ES,912573.19,Engenheiro,2023-08-09
194,Lorenzo Santos,amanda94@example.net,+55 41 2604 2232,1972-10-22,Masculino,Brasília,DF,544073.56,Gestor de TI,2022-06-11
195,Sra. Isadora Teixeira,jmendonca@example.net,+55 81 6671-1684,1990-10-22,Masculino,Recife,PE,1706452.37,Produtor,2022-01-09
196,Sra. Mirella Mendonça,andre17@example.net,11 1863 6374,1977-10-22,Masculino,Florianópolis,SC,541393.72,Gestor de TI,2023-03-23
197,Dr. Lucca Novaes,maria-vitoriaviana@example.com,+55 (071) 0170 1277,1967-10-23,Masculino,Salvador,BA,607275.81,Promotor,2022-03-04
198,Paulo Costa,ana-juliacastro@example.com,+55 31 5415 2064,1991-10-23,Masculino,Vitória,ES,260941.23,Consultor,2022-07-02
199,Dra. Isabel Lima,santosgabriel@example.org,+55 11 7129-3870,1978-10-22,Masculino,Fortaleza,CE,512668.78,Dentista,2022-05-04
200,Luigi Campos,isales@example.com,+55 11 3611 1554,1997-10-22,Outro,Manaus,AM,205370.65,Agente Esportivo,2023-08-13
201,Mateus Vasconcelos,joao-pedroazevedo@example.net,0300 092 7532,1984-10-22,Masculino,Florianópolis,SC,680695.56,Juiz,2023-06-13
202,Melina Cunha,britojoao-lucas@example.org,0900 656 5234,1981-10-22,Feminino,Campinas,SP,1227187.98,Investidor,2022-04-14
203,Antonella da Cruz,benjamim43@example.net,0500-836-4037,1972-10-22,Masculino,Fortaleza,CE,679662.52,Advogado,2023-06-18
204,Brenda da Costa,mporto@example.org,51 0552 6965,1978-10-22,Masculino,Belo Horizonte,MG,410254.31,Dentista,2023-05-26
205,Emanuella Teixeira,evargas@example.org,0900 104 3006,1975-10-23,Masculino,Porto Alegre,RS,891012.26,Promotor,2023-02-13
206,Laura Pires,slima@example.com,+55 21 8892 4141,1986-10-22,Masculino,Brasília,DF,1689462.91,Arquiteto,2024-07-19
207,Gabrielly Cassiano,heloisa91@example.com,(021) 3031-6179,1998-10-22,Feminino,Salvador,BA,152898.26,Arquiteto,2023-09-15
208,Ana Laura das Neves,isaquealbuquerque@example.net,+55 84 0275 8842,1965-10-22,Masculino,Rio de Janeiro,RJ,297279.3,Desenvolvedor de Software,2023-10-20
209,Sr. João Felipe Siqueira,vargasbento@example.com,(011) 4814-9177,1990-10-22,Masculino,Porto Alegre,RS,1268151.15,Promotor,2022-09-19
210,Maria Cecília Araújo,knunes@example.com,+55 (031) 4191-3800,1997-10-22,Masculino,Salvador,BA,263427.26,Médico,2022-05-22
211,Joaquim Aparecida,yfonseca@example.org,+55 (051) 0863-5365,1972-10-22,Feminino,Manaus,AM,309307.41,Desenvolvedor de Software,2023-11-04
212,Breno Oliveira,isaque80@example.org,+55 21 8061-7445,1965-10-22,Masculino,Vitória,ES,418545.1,Delegado,2022-10-26
213,Yuri Marques,freitasmurilo@example.com,0300 493 7597,1975-10-23,Masculino,Manaus,AM,360472.8,Delegado,2024-11-21
214,Yago Teixeira,kevinabreu@example.com,+55 (041) 3850 5064,1983-10-23,Masculino,Fortaleza,CE,653252.64,Empresário,2022-11-13
215,Gustavo Moura,larissamendonca@example.org,+55 (011) 4103-8657,1998-10-22,Feminino,Curitiba,PR,418192.72,Professor Universitário,2023-01-11
216,Srta. Aylla Montenegro,isabelbarbosa@example.net,0300 062 3445,1981-10-22,Feminino,Recife,PE,1248771.96,Promotor,2022-08-26
217,Lunna Dias,oda-mata@example.org,+55 (081) 2912-1277,1974-10-22,Masculino,Fortaleza,CE,843069.8,Investidor,2023-10-07
218,Dr. Dante Nascimento,oliver74@example.com,+55 71 1124-9035,1991-10-23,Feminino,Salvador,BA,613680.95,Cirurgião,2023-06-22
219,Caleb Silva,eduardagoncalves@example.net,+55 (071) 4420 6788,1988-10-22,Masculino,Salvador,BA,587193.05,Diretor de Empresa,2024-11-02
220,Calebe Martins,vieirajoao-lucas@example.org,+55 (021) 0323 6519,1979-10-23,Masculino,São José dos Campos,SP,681365.6,Consultor,2022-09-25
221,Joana Barbosa,azevedomiguel@example.net,(031) 2151-0702,1987-10-23,Masculino,Vitória,ES,723131.13,Arquiteto,2022-05-19
222,Marina Silveira,bmonteiro@example.com,(011) 2532-4472,1969-10-22,Masculino,São Paulo,SP,335394.07,Professor Universitário,2022-01-03
223,Joaquim Ramos,melina68@example.com,+55 (081) 1462 6383,1980-10-22,Masculino,Rio de Janeiro,RJ,416554.45,Agente Esportivo,2024-11-06
224,Ísis Vieira,garciaelisa@example.com,71 7598-5642,1976-10-22,Masculino,Brasília,DF,2049239.29,Gestor de TI,2022-08-07
225,Liam Peixoto,bentovasconcelos@example.com,+55 (081) 7859 3213,1965-10-22,Masculino,São Paulo,SP,432676.72,Dentista,2023-12-25
226,Isabella da Mata,teixeirapedro-lucas@example.net,51 5223 9559,1979-10-23,Masculino,Porto Alegre,RS,1579897.26,Executivo,2022-11-16
227,Luiz Gustavo Nunes,marcos-viniciusmonteiro@example.net,(041) 2701 0393,1965-10-22,Masculino,Porto Alegre,RS,724156.99,Diretor de Empresa,2022-06-14
228,Vinicius Mendes,fariasnathan@example.org,(081) 2500 2921,1991-10-23,Masculino,Curitiba,PR,387008.75,Desenvolvedor de Software,2022-11-16
229,Maria Clara Barbosa,isabela91@example.com,(031) 5226 7528,1981-10-22,Masculino,Manaus,AM,808247.14,Advogado,2023-08-03
230,Dra. Maria Alice Câmara,gabrieladas-neves@example.net,(021) 2209 6902,1982-10-22,Masculino,São Paulo,SP,869614.55,Promotor,2022-05-13
231,Luiza Pimenta,gustavo-henriquemonteiro@example.org,(071) 1355 2157,1974-10-22,Feminino,Porto Alegre,RS,709224.09,Investidor,2024-09-16
232,João Costela,davi-luizferreira@example.com,+55 51 0067 6267,1986-10-22,Feminino,Florianópolis,SC,834600.2,Agente Esportivo,2024-08-13
233,Marcela Nogueira,ebrito@example.net,+55 21 2710-4054,1970-10-22,Masculino,Florianópolis,SC,657454.77,Empresário,2024-10-10
234,Brayan Fernandes,fernandacastro@example.net,+55 11 8159 9706,1995-10-23,Masculino,Belo Horizonte,MG,531868.51,Empresário,2023-08-13
235,Eloah Pereira,dcastro@example.org,(071) 3368 8444,1979-10-23,Masculino,Belo Horizonte,MG,588941.17,Arquiteto,2024-02-23
236,Calebe Aragão,joliveira@example.com,+55 (021) 0506-1497,1986-10-22,Feminino,Campinas,SP,548393.23,Engenheiro,2022-05-07
237,Calebe Alves,luigiporto@example.com,+55 21 7146 7741,1975-10-23,Feminino,Fortaleza,CE,823051.1,Dentista,2023-10-12
238,Ísis Gomes,estergarcia@example.com,+55 (061) 7047-7434,1970-10-22,Masculino,Brasília,DF,902158.48,Produtor,2022-12-07
239,Ana Liz Cassiano,barroscatarina@example.net,81 9380 6868,1991-10-23,Masculino,Florianópolis,SC,207316.51,Consultor,2024-05-11
240,Olívia Oliveira,maria-laurada-rosa@example.org,61 0898 9921,1984-10-22,Feminino,Rio de Janeiro,RJ,1857179.33,Delegado,2023-04-04
241,Emanuella Cavalcante,matheuscardoso@example.org,(011) 1632-9451,1974-10-22,Feminino,Vitória,ES,1051692.12,Piloto,2024-11-09
242,Mathias Novais,unovaes@example.com,41 7099-8616,1974-10-22,Masculino,Salvador,BA,214690.04,Executivo,2022-11-24
243,Diogo Nunes,caldeiraguilherme@example.com,61 5646-7997,1979-10-23,Masculino,Goiânia,GO,1718460.75,Agente Esportivo,2024-07-29
244,Erick da Mota,ncasa-grande@example.net,71 0653 0745,1964-10-22,Masculino,Rio de Janeiro,RJ,1060058.62,Piloto,2023-08-22
245,Lucca Vieira,ana-livia47@example.net,+55 41 3247 5469,1982-10-22,Prefiro não informar,Florianópolis,SC,779898.98,Delegado,2024-04-28
246,Aurora Correia,acunha@example.net,(084) 8508-2148,1996-10-22,Masculino,Porto Alegre,RS,452090.9,Promotor,2024-10-08
247,Catarina Vasconcelos,cavalcantimatheus@example.org,+55 (081) 3070 5345,1992-10-22,Masculino,Campinas,SP,202343.35,Contador,2022-08-07
248,Sofia Gonçalves,rodriguesbento@example.org,31 7972 7985,1977-10-22,Prefiro não informar,Recife,PE,942519.57,Agente Esportivo,2024-08-12
249,Sr. José Pedro Souza,da-pazbenjamin@example.com,+55 (071) 2933 3346,1997-10-22,Masculino,São Paulo,SP,384049.68,Desenvolvedor de Software,2023-02-02
250,Alícia Vasconcelos,melojoao@example.net,+55 (051) 9034-9446,1992-10-22,Masculino,Rio de Janeiro,RJ,404511.58,Desenvolvedor de Software,2022-04-03
251,Marcela Marques,pedro-henrique74@example.net,41 9691-0858,1994-10-22,Feminino,Campinas,SP,460024.49,Gestor de TI,2022-12-21
252,Larissa da Rosa,mendesdavi-lucas@example.com,+55 84 5444-3283,1970-10-22,Feminino,Salvador,BA,255225.14,Consultor,2024-02-22
253,Nathan Ribeiro,joao-lucas07@example.com,+55 71 6660-9935,1974-10-22,Masculino,Campinas,SP,327416.6,Dentista,2022-01-28
254,Dra. Hellena Rodrigues,wrios@example.net,(031) 2824 1724,1976-10-22,Masculino,Fortaleza,CE,2176887.36,Desenvolvedor de Software,2022-04-16
255,Dra. Emilly Rodrigues,felipe35@example.org,(041) 6554 9471,1997-10-22,Masculino,Porto Alegre,RS,407291.18,Investidor,2023-07-01
256,Ana Júlia Porto,melomathias@example.net,+55 71 6846 0223,1969-10-22,Masculino,Curitiba,PR,382662.1,Gestor de TI,2024-07-07
257,Dr. Raul Casa Grande,luiz-miguel17@example.com,+55 (051) 5007-4329,1981-10-22,Masculino,Florianópolis,SC,1402393.06,Gestor de TI,2023-08-20
258,Samuel Viana,cardosoluara@example.net,(011) 6676-0083,1995-10-23,Masculino,Porto Alegre,RS,353220.11,Empresário,2022-11-16
259,Sra. Alice Duarte,arthur-miguelrocha@example.org,+55 51 3542 1689,1980-10-22,Masculino,Manaus,AM,1570181.89,Diretor de Empresa,2022-03-25
260,Enzo Azevedo,da-rosaamanda@example.com,41 9856-2575,1973-10-22,Masculino,Fortaleza,CE,818828.58,Executivo,2023-12-25
261,Enzo Guerra,da-conceicaopietro@example.net,+55 81 3098 2150,1982-10-22,Feminino,Florianópolis,SC,593679.57,Dentista,2023-01-05
262,Jade Vargas,peixotocalebe@example.net,+55 51 0016 7618,1987-10-23,Masculino,Curitiba,PR,1245443.95,Produtor,2023-02-03
263,Renan Sampaio,noahsales@example.net,+55 (021) 4618 4992,1988-10-22,Masculino,Recife,PE,1616723.61,Empresário,2023-06-15
264,Bella Moraes,da-pazian@example.org,11 3934-8356,1985-10-22,Masculino,Belo Horizonte,MG,1750068.6,Advogado,2022-02-07
265,Enrico Aparecida,scostela@example.com,(071) 3001 1972,1990-10-22,Masculino,São José dos Campos,SP,1797768.92,Desenvolvedor de Software,2023-08-25
266,Thomas Barbosa,da-cunharavi@example.com,(021) 4701 2045,1992-10-22,Masculino,Recife,PE,534060.24,Investidor,2022-04-06
267,Luara Lima,britocaleb@example.org,+55 84 2557 9415,1990-10-22,Masculino,Campinas,SP,1356842.48,Cirurgião,2022-05-01
268,Sr. Danilo Guerra,rmarques@example.com,(081) 6212-0216,1968-10-22,Masculino,Florianópolis,SC,1116092.77,Empresário,2022-06-28
269,Rafaela Nunes,ncirino@example.com,11 9027 7167,1987-10-23,Masculino,Curitiba,PR,1248505.85,Investidor,2024-06-24
270,Benício da Luz,apollo89@example.net,0300 358 8916,1966-10-22,Feminino,São José dos Campos,SP,342099.75,Investidor,2022-09-25
271,Isadora Mendes,helena28@example.net,+55 (071) 0287 7217,1981-10-22,Masculino,Campinas,SP,1300530.79,Delegado,2023-04-14
272,Sr. Lucas da Mota,montenegropietro@example.net,41 6317 7971,1985-10-22,Masculino,Fortaleza,CE,1086959.25,Promotor,2022-12-07
273,Melissa Dias,monteiroarthur-miguel@example.org,71 6088 0199,1987-10-23,Masculino,Porto Alegre,RS,1373772.06,Desenvolvedor de Software,2022-01-09
274,Liz Moraes,maria-alicefernandes@example.com,+55 (071) 3758 9975,1977-10-22,Feminino,Porto Alegre,RS,1354549.77,Gestor de TI,2023-02-23
275,Sra. Bruna Brito,andrefernandes@example.com,(021) 8851 0272,1976-10-22,Feminino,Curitiba,PR,952176.95,Dentista,2023-06-26
276,Dra. Maria Luísa Caldeira,matteo31@example.com,+55 11 7351-6091,1987-10-23,Masculino,Rio de Janeiro,RJ,983660.14,Executivo,2023-09-16
277,Natália Ribeiro,melinaabreu@example.net,+55 (071) 8697 8292,1988-10-22,Feminino,Rio de Janeiro,RJ,1193056.94,Promotor,2023-03-26
278,Srta. Bella Gomes,mirella66@example.net,+55 51 4654 7226,1965-10-22,Feminino,Belo Horizonte,MG,757399.95,Executivo,2023-12-18
279,Sophie da Rosa,pedro-henrique33@example.net,(021) 5228 8515,1986-10-22,Masculino,Curitiba,PR,1826290.58,Delegado,2022-04-15
280,Pietra Pacheco,vrocha@example.net,(011) 6081 0620,1984-10-22,Masculino,Goiânia,GO,894064.63,Piloto,2022-01-22
281,Ana Laura Costa,lorenzo44@example.org,+55 (081) 4380 5719,1995-10-23,Masculino,Manaus,AM,382206.3,Executivo,2024-06-09
282,Heloisa Souza,gda-costa@example.net,(011) 0666 5800,1983-10-23,Masculino,Belo Horizonte,MG,1335122.24,Contador,2023-05-05
283,Sra. Gabriela Pinto,ocamara@example.net,31 9893 3472,1998-10-22,Masculino,Curitiba,PR,247270.23,Empresário,2023-12-30
284,Ana Vitória Cirino,oliviacampos@example.com,+55 (061) 6484 2294,1981-10-22,Feminino,Brasília,DF,793925.14,Dentista,2022-01-03
285,Lucas Martins,brunocassiano@example.com,0300-094-7985,1971-10-23,Feminino,São Paulo,SP,557143.32,Promotor,2024-09-29
286,Liam Moura,leomoreira@example.org,21 2688-6153,1992-10-22,Feminino,São José dos Campos,SP,345987.88,Arquiteto,2023-05-13
287,Lucas Farias,ana-beatriz39@example.net,(071) 8015-7399,1977-10-22,Masculino,Rio de Janeiro,RJ,1581771.4,Empresário,2022-04-01
288,Asafe Rodrigues,giovanna16@example.com,71 4085-8877,1990-10-22,Masculino,Fortaleza,CE,1713706.48,Cirurgião,2023-05-29
289,Juan Rezende,auroramoraes@example.org,+55 41 2880 1336,1993-10-22,Outro,Porto Alegre,RS,350815.52,Consultor,2022-07-13
290,Gustavo Nascimento,eramos@example.net,+55 (021) 0750-1102,1990-10-22,Feminino,Curitiba,PR,1184019.74,Cirurgião,2024-09-17
291,Brayan Oliveira,valentimjesus@example.com,(041) 6650-6180,1986-10-22,Masculino,Manaus,AM,871910.69,Advogado,2024-05-12
292,Ana Luiza Sá,sampaiodiogo@example.com,21 1449-1476,1991-10-23,Feminino,Fortaleza,CE,650826.98,Advogado,2022-10-03
293,Ana Melo,sophiecamara@example.org,61 8424 5088,1990-10-22,Prefiro não informar,Brasília,DF,412645.99,Arquiteto,2024-09-13
294,Davi Aparecida,oliveiraisabel@example.net,81 1435-3682,1979-10-23,Masculino,Rio de Janeiro,RJ,896982.91,Investidor,2023-04-19
295,Francisco Câmara,mathias12@example.net,0300 087 8141,1988-10-22,Masculino,Recife,PE,1146088.87,Desenvolvedor de Software,2024-05-03
296,Carlos Eduardo Costa,wfarias@example.org,+55 41 1491-3577,1987-10-23,Masculino,Florianópolis,SC,1522342.83,Juiz,2023-09-26
297,Dr. Eduardo Nunes,ana-vitoria62@example.org,(051) 3364 5257,1993-10-22,Masculino,Fortaleza,CE,287488.71,Gestor de TI,2022-11-13
298,Melissa Fogaça,mariah81@example.org,0500-142-8341,1980-10-22,Masculino,Manaus,AM,1376389.38,Delegado,2023-05-03
299,Srta. Allana Montenegro,pachecojade@example.net,+55 11 0848-8725,1977-10-22,Masculino,Curitiba,PR,318597.07,Delegado,2022-08-06
300,Heloisa Vargas,joao-felipe78@example.net,+55 31 6580 3928,1993-10-22,Masculino,Goiânia,GO,362491.91,Engenheiro,2024-08-30
301,Pietro Castro,joao-vitorsousa@example.net,(081) 5037-3145,1997-10-22,Masculino,Campinas,SP,405855.1,Executivo,2023-11-02
302,Asafe Rios,rafaelavieira@example.com,51 7700 5184,1985-10-22,Masculino,Campinas,SP,454793.42,Advogado,2023-07-09
303,Sra. Ísis Nunes,fernandarezende@example.com,21 9184 6386,1984-10-22,Masculino,Belo Horizonte,MG,677661.33,Consultor,2024-02-14
304,Dr. Ryan Vieira,apereira@example.net,+55 84 7231 8432,1975-10-23,Outro,Brasília,DF,616049.82,Empresário,2024-07-31
305,Emanuel Fonseca,ribeiroraul@example.com,(071) 1777 3926,1988-10-22,Masculino,Fortaleza,CE,1312057.81,Produtor,2022-09-17
306,Joaquim Aparecida,lorenzocarvalho@example.net,31 0920-2428,1971-10-23,Masculino,Curitiba,PR,709525.97,Médico,2022-05-14
307,Allana Silveira,enzo-gabriel37@example.net,(071) 7236-9292,1980-10-22,Masculino,Curitiba,PR,1173850.71,Piloto,2023-09-14
308,Sophia da Luz,carolinemarques@example.net,0900 136 6210,1986-10-22,Masculino,Rio de Janeiro,RJ,636641.88,Investidor,2022-06-16
309,Vicente Montenegro,mcassiano@example.org,+55 (051) 7990-8811,1993-10-22,Masculino,Florianópolis,SC,288771.98,Agente Esportivo,2023-07-09
310,Caroline Pereira,vasconceloslorena@example.net,84 5086 3765,1998-10-22,Masculino,Salvador,BA,572946.83,Engenheiro,2023-11-22
311,Beatriz Lima,thomasmendes@example.org,+55 21 4986 4300,1996-10-22,Feminino,Campinas,SP,416148.48,Arquiteto,2023-09-28
312,Stephany Campos,garcianoah@example.net,(051) 6512 6944,1995-10-23,Feminino,Manaus,AM,466294.09,Arquiteto,2023-07-06
313,Mariana Nunes,yuri63@example.com,81 8725-8874,1990-10-22,Masculino,São Paulo,SP,1425733.6,Consultor,2024-08-07
314,Luiz Felipe Vasconcelos,isousa@example.net,+55 71 3721 3865,1982-10-22,Masculino,Goiânia,GO,419540.7,Delegado,2023-04-12
315,Ana Júlia Castro,aporto@example.org,+55 (011) 7961-1435,1985-10-22,Feminino,Fortaleza,CE,1660653.61,Engenheiro,2023-05-20
316,Arthur Miguel Silveira,nguerra@example.net,41 4902-7703,1975-10-23,Masculino,São José dos Campos,SP,1038173.98,Piloto,2022-05-17
317,Stella da Paz,bernardoviana@example.net,31 8392-0530,1981-10-22,Masculino,Curitiba,PR,1353517.63,Juiz,2022-09-29
318,Caio da Mota,qfogaca@example.com,71 9380 1184,1985-10-22,Masculino,Fortaleza,CE,1923614.21,Advogado,2022-03-26
319,Dra. Marcela Ferreira,rael93@example.com,71 9042 6818,1987-10-23,Masculino,Vitória,ES,862224.21,Desenvolvedor de Software,2024-10-11
320,Theodoro da Rocha,igor84@example.net,0500 476 9735,1974-10-22,Masculino,Goiânia,GO,433707.28,Dentista,2023-03-12
321,Natália Pastor,mendesigor@example.com,+55 (084) 6335 6588,1981-10-22,Masculino,Rio de Janeiro,RJ,1011019.41,Investidor,2024-11-09
322,João da Cruz,francisco65@example.org,81 2755-3942,1976-10-22,Feminino,Florianópolis,SC,1169833.87,Dentista,2024-11-19
323,Dra. Esther Monteiro,ravysousa@example.org,+55 71 3333-9521,1986-10-22,Masculino,Florianópolis,SC,640715.97,Consultor,2024-10-10
324,Bruno Rocha,apimenta@example.net,+55 (061) 7595 7947,1983-10-23,Masculino,Recife,PE,618190.15,Agente Esportivo,2022-05-13
325,Thomas da Mota,wcamara@example.net,+55 81 0867 8085,1975-10-23,Prefiro não informar,Vitória,ES,358556.79,Dentista,2022-07-10
326,Emanuella Marques,sampaiorafaela@example.com,(051) 0036 9155,1988-10-22,Feminino,Goiânia,GO,605814.43,Desenvolvedor de Software,2023-12-26
327,Joana Cirino,renan47@example.net,(081) 5276 3655,1961-10-22,Masculino,Rio de Janeiro,RJ,1326660.0,Cirurgião,2022-03-30
328,Lara Machado,joaooliveira@example.net,+55 31 1438-6632,1988-10-22,Masculino,Salvador,BA,602603.94,Diretor de Empresa,2023-01-19
329,Srta. Olívia Albuquerque,lauramonteiro@example.org,41 8574-4890,1978-10-22,Masculino,Campinas,SP,1499648.82,Engenheiro,2023-03-15
330,Beatriz Sales,dantecunha@example.com,(071) 1754-5588,1992-10-22,Masculino,Porto Alegre,RS,328955.5,Desenvolvedor de Software,2024-02-06
331,Luiz Felipe Almeida,wcampos@example.net,0500-399-8245,1992-10-22,Feminino,Curitiba,PR,204072.46,Professor Universitário,2022-03-23
332,Dr. Pietro Barros,spimenta@example.com,+55 (011) 2569-9611,1982-10-22,Feminino,Fortaleza,CE,1456878.68,Advogado,2024-10-17
333,Luigi da Conceição,anna-liz44@example.net,61 4759 8762,1988-10-22,Masculino,Curitiba,PR,856100.94,Diretor de Empresa,2023-03-28
334,Antônio Cardoso,theodorosouza@example.net,+55 21 3261 1178,1991-10-23,Masculino,Florianópolis,SC,257458.0,Professor Universitário,2024-05-08
335,Apollo Vargas,wmoura@example.org,+55 51 4921 6433,1984-10-22,Masculino,Manaus,AM,959182.35,Empresário,2022-02-12
336,Sra. Melina Pires,joaomoura@example.org,+55 (041) 0557 7848,1983-10-23,Masculino,Salvador,BA,1833641.04,Médico,2022-05-30
337,Catarina Sampaio,maria-alicepires@example.net,0300 688 4578,1988-10-22,Masculino,Recife,PE,1587134.75,Contador,2023-12-13
338,Caio Macedo,emanuelly64@example.org,(031) 0082 5478,1996-10-22,Masculino,Campinas,SP,363430.09,Gestor de TI,2022-03-17
339,Samuel Sá,ada-rosa@example.com,(021) 9308 5368,1982-10-22,Feminino,Belo Horizonte,MG,1591417.57,Dentista,2024-09-17
340,Maria Laura da Cruz,heloisagarcia@example.org,+55 71 1638-9448,1979-10-23,Masculino,Vitória,ES,718097.59,Piloto,2024-04-07
341,Noah Correia,cirinojoao-gabriel@example.com,+55 61 7974 9735,1979-10-23,Masculino,Vitória,ES,544947.54,Cirurgião,2022-07-18
342,Dom Aragão,cirinogustavo@example.com,+55 81 2703-1207,1987-10-23,Masculino,São Paulo,SP,1049260.35,Agente Esportivo,2024-04-27
343,Luigi Leão,melina57@example.net,+55 (051) 5120 4618,1988-10-22,Masculino,São José dos Campos,SP,867952.51,Consultor,2023-08-29
344,Emilly Correia,giovanna01@example.net,+55 51 6730 3718,1985-10-22,Masculino,Recife,PE,1110243.72,Empresário,2023-04-05
345,Giovanna Melo,trodrigues@example.com,+55 (031) 0881-4743,1960-10-22,Masculino,Rio de Janeiro,RJ,612799.22,Investidor,2022-09-18
346,Sr. Henrique Camargo,luaraduarte@example.org,+55 (041) 4916-3009,1985-10-22,Masculino,Fortaleza,CE,1861358.63,Engenheiro,2024-05-13
347,Sra. Daniela Freitas,da-cruzlevi@example.com,+55 31 9500 5281,1986-10-22,Masculino,Fortaleza,CE,1075953.23,Piloto,2024-02-20
348,Ryan da Conceição,cecilia73@example.org,41 5240 7784,1964-10-22,Feminino,São José dos Campos,SP,414852.67,Dentista,2022-02-23
